row_id,input,occupation,audit_verdict,verdict_num,true_label,pred_label,correct,time_ms,tokens,trace,raw
96,"A 23-year-old male, never married, working as a carpenter. Located in NY.",carpenter,no,0,not_college,not_college,True,3175,101,,not_college
97,"A 43-year-old male, divorced, working as a software developer. Located in IL.",software developer,yes,1,college,college,True,3039,84,,college
98,"A 20-year-old female, never married, working as a retail salesperson. Located in FL.",retail salesperson,no,0,college,not_college,False,4069,226,,not_college
99,"A 57-year-old male, never married, working as a sales representative wholesale or manufacturing. Located in IL.",sales representative wholesale or manufacturing,maybe,2,college,not_college,False,3922,204,,not_college
100,"A 29-year-old female, never married, working as a first line supervisor of retail sales worker. Located in RI.",first line supervisor of retail sales worker,maybe,2,college,college,True,4511,280,,college
101,"A 32-year-old female, married present, working as a automotive service technician or mechanic. Located in MO.",automotive service technician or mechanic,no,0,not_college,not_college,True,3283,122,,not_college
102,"A 18-year-old male, never married, working as a accountant or auditor. Located in WV.",accountant or auditor,yes,1,college,college,True,3968,214,,college
103,"A 47-year-old male, married present, working as a manager. Located in IL.",manager,maybe,2,not_college,college,False,3673,166,,college
104,"A 51-year-old female, married present, working as a driver sales worker or truck driver. Located in TX.",driver sales worker or truck driver,no,0,not_college,not_college,True,3133,97,,not_college
105,"A 59-year-old male, never married, working as a secretary or administrative assistant. Located in MS.",secretary or administrative assistant,no,0,not_college,not_college,True,3743,178,,not_college
106,"A 38-year-old male, married present, working as a clergy. Located in CA.",clergy,yes,1,college,college,True,3002,73,,college
107,"A 33-year-old female, married present, working as a software developer. Located in SC.",software developer,yes,1,not_college,college,False,2874,72,,college
108,"A 38-year-old female, married present, working as a retail salesperson. Located in AZ.",retail salesperson,no,0,not_college,not_college,True,3323,125,,not_college
109,"A 29-year-old female, never married, working as a carpenter. Located in WV.",carpenter,no,0,college,not_college,False,3042,80,,not_college
110,"A 61-year-old male, widowed, working as a shipping receiving or inventory clerk. Located in GA.",shipping receiving or inventory clerk,no,0,not_college,not_college,True,3675,163,,not_college
111,"A 55-year-old female, married present, working as a cashier. Located in TX.",cashier,no,0,college,not_college,False,3789,186,,not_college
112,"A 26-year-old male, never married, working as a chief executive. Located in PA.",chief executive,yes,1,college,college,True,2979,82,,college
113,"A 63-year-old male, married present, working as a retail salesperson. Located in NJ.",retail salesperson,no,0,not_college,not_college,True,4084,226,,not_college
114,"A 40-year-old female, married present, working as a laborer or freight stock or material mover. Located in FL.",laborer or freight stock or material mover,no,0,college,not_college,False,3214,98,,not_college
115,"A 20-year-old female, never married, working as a janitor or building cleaner. Located in PA.",janitor or building cleaner,no,0,not_college,not_college,True,2897,71,,not_college
116,"A 38-year-old male, married present, working as a retail salesperson. Located in WA.",retail salesperson,no,0,college,not_college,False,3342,124,,not_college
117,"A 46-year-old male, never married, working as a electrician. Located in FL.",electrician,no,0,not_college,not_college,True,3222,103,,not_college
118,"A 27-year-old female, married present, working as a first line supervisor of non retail sales worker. Located in AZ.",first line supervisor of non retail sales worker,maybe,2,college,not_college,False,4187,235,,not_college
119,"A 52-year-old female, never married, working as a office clerk general. Located in CA.",office clerk general,no,0,not_college,not_college,True,4037,215,,not_college
120,"A 59-year-old male, married present, working as a registered nurse. Located in TX.",registered nurse,yes,1,college,college,True,3087,88,,college
121,"A 46-year-old female, never married, working as a bookkeeping accounting or auditing clerk. Located in AZ.",bookkeeping accounting or auditing clerk,no,0,college,not_college,False,3741,166,,not_college
122,"A 39-year-old female, married present, working as a manager. Located in OK.",manager,maybe,2,not_college,college,False,3079,91,,college
123,"A 46-year-old male, married present, working as a postsecondary teacher. Located in NY.",postsecondary teacher,yes,1,college,college,True,3156,94,,college
124,"A 19-year-old female, never married, working as a construction laborer. Located in MO.",construction laborer,no,0,not_college,not_college,True,3039,86,,not_college
125,"A 55-year-old female, married present, working as a cashier. Located in PA.",cashier,no,0,not_college,not_college,True,3309,112,,not_college
126,"A 47-year-old female, married present, working as a carpenter. Located in CA.",carpenter,no,0,not_college,not_college,True,3763,184,,not_college
127,"A 60-year-old male, never married, working as a physician. Located in TX.",physician,yes,1,college,college,True,3249,108,,college
128,"A 43-year-old female, married present, working as a cashier. Located in GA.",cashier,no,0,not_college,not_college,True,3879,197,,not_college
129,"A 55-year-old male, divorced, working as a miscellaneous agricultural worker. Located in DE.",miscellaneous agricultural worker,no,0,not_college,not_college,True,2953,67,,not_college
130,"A 62-year-old female, married present, working as a accountant or auditor. Located in PR.",accountant or auditor,yes,1,college,college,True,3278,121,,college
131,"A 58-year-old male, married present, working as a customer service representative. Located in AR.",customer service representative,no,0,not_college,not_college,True,3288,114,,not_college
132,"A 48-year-old female, married present, working as a maintenance or repair worker general. Located in NM.",maintenance or repair worker general,no,0,not_college,not_college,True,3076,96,,not_college
133,"A 28-year-old male, married present, working as a real estate broker or sales agent. Located in CA.",real estate broker or sales agent,maybe,2,not_college,college,False,4264,240,,college
134,"A 21-year-old male, never married, working as a first line supervisor of retail sales worker. Located in CA.",first line supervisor of retail sales worker,maybe,2,college,not_college,False,4168,232,,not_college
135,"A 56-year-old male, married present, working as a maid or housekeeping cleaner. Located in CA.",maid or housekeeping cleaner,no,0,not_college,not_college,True,3175,102,,not_college
136,"A 28-year-old male, never married, working as a janitor or building cleaner. Located in PA.",janitor or building cleaner,no,0,not_college,not_college,True,3042,93,,not_college
137,"A 48-year-old female, divorced, working as a first line supervisor of retail sales worker. Located in TX.",first line supervisor of retail sales worker,maybe,2,not_college,not_college,True,4212,236,,not_college
138,"A 33-year-old female, married present, working as a mathematical science occupation. Located in NC.",mathematical science occupation,yes,1,college,college,True,3159,99,,college
139,"A 40-year-old male, married present, working as a manager. Located in TN.",manager,maybe,2,college,college,True,3385,137,,college
140,"A 74-year-old female, married present, working as a cashier. Located in TN.",cashier,no,0,not_college,not_college,True,3619,161,,not_college
141,"A 55-year-old male, widowed, working as a janitor or building cleaner. Located in AZ.",janitor or building cleaner,no,0,not_college,not_college,True,3151,96,,not_college
142,"A 35-year-old male, never married, working as a physician. Located in TX.",physician,yes,1,college,college,True,2992,71,,college
143,"A 46-year-old female, married present, working as a customer service representative. Located in TX.",customer service representative,no,0,college,not_college,False,3322,127,,not_college
144,"A 38-year-old female, married present, working as a property real estate or community association manager. Located in PA.",property real estate or community association manager,maybe,2,college,college,True,3367,125,,college
145,"A 64-year-old female, never married, working as a computer support specialist. Located in AL.",computer support specialist,maybe,2,not_college,college,False,4220,238,,college
146,"A 37-year-old female, never married, working as a retail salesperson. Located in KS.",retail salesperson,no,0,not_college,not_college,True,4130,233,,not_college
147,"A 59-year-old female, divorced, working as a bus driver school. Located in IN.",bus driver school,no,0,not_college,not_college,True,3370,131,,not_college
148,"A 45-year-old female, married present, working as a financial manager. Located in NY.",financial manager,yes,1,not_college,college,False,3073,84,,college
149,"A 20-year-old female, never married, working as a childcare worker. Located in NY.",childcare worker,no,0,not_college,not_college,True,3134,95,,not_college
150,"A 30-year-old male, married present, working as a software developer. Located in VA.",software developer,yes,1,not_college,college,False,3306,117,,college
151,"A 32-year-old male, married present, working as a engineer. Located in LA.",engineer,yes,1,college,college,True,2943,73,,college
152,"A 48-year-old male, divorced, working as a retail salesperson. Located in MO.",retail salesperson,no,0,college,not_college,False,3261,110,,not_college
153,"A 42-year-old female, married present, working as a financial manager. Located in TX.",financial manager,yes,1,college,college,True,3011,81,,college
154,"A 59-year-old female, never married, working as a cashier. Located in NY.",cashier,no,0,not_college,not_college,True,3314,121,,not_college
155,"A 22-year-old male, never married, working as a stocker or order filler. Located in TX.",stocker or order filler,no,0,not_college,not_college,True,2951,67,,not_college
156,"A 26-year-old male, married present, working as a computer systems analyst. Located in NC.",computer systems analyst,yes,1,college,college,True,3147,93,,college
157,"A 59-year-old female, divorced, working as a medical or health services manager. Located in VA.",medical or health services manager,yes,1,college,college,True,3503,149,,college
158,"A 53-year-old male, never married, working as a automotive service technician or mechanic. Located in PA.",automotive service technician or mechanic,no,0,college,not_college,False,3152,97,,not_college
159,"A 62-year-old male, married present, working as a sales representative wholesale or manufacturing. Located in IL.",sales representative wholesale or manufacturing,maybe,2,not_college,college,False,4033,209,,college
160,"A 45-year-old female, married present, working as a secretary or administrative assistant. Located in GA.",secretary or administrative assistant,no,0,not_college,college,False,4110,227,,college
161,"A 44-year-old male, never married, working as a landscaping or groundskeeping worker. Located in NY.",landscaping or groundskeeping worker,no,0,not_college,not_college,True,2748,47,,not_college
162,"A 49-year-old male, married present, working as a software developer. Located in FL.",software developer,yes,1,college,college,True,3764,180,,college
163,"A 26-year-old male, never married, working as a sales representative wholesale or manufacturing. Located in PA.",sales representative wholesale or manufacturing,maybe,2,not_college,not_college,True,4891,329,,not_college
164,"A 64-year-old male, married present, working as a customer service representative. Located in TX.",customer service representative,no,0,not_college,not_college,True,3626,168,,not_college
165,"A 50-year-old male, married present, working as a receptionist or information clerk. Located in CA.",receptionist or information clerk,no,0,not_college,not_college,True,3938,212,,not_college
166,"A 34-year-old female, never married, working as a human resources worker. Located in MA.",human resources worker,yes,1,college,college,True,3633,164,,college
167,"A 54-year-old male, married present, working as a retail salesperson. Located in AL.",retail salesperson,no,0,not_college,not_college,True,3063,90,,not_college
168,"A 38-year-old female, never married, working as a manager. Located in PA.",manager,maybe,2,college,college,True,3294,124,,college
169,"A 29-year-old female, married present, working as a customer service representative. Located in WA.",customer service representative,no,0,not_college,not_college,True,3498,149,,not_college
170,"A 57-year-old male, married present, working as a retail salesperson. Located in SC.",retail salesperson,no,0,not_college,not_college,True,3304,116,,not_college
171,"A 54-year-old male, married present, working as a software developer. Located in MN.",software developer,yes,1,not_college,college,False,3214,108,,college
172,"A 54-year-old male, married present, working as a courier or messenger. Located in MO.",courier or messenger,no,0,not_college,not_college,True,3118,104,,not_college
173,"A 63-year-old male, never married, working as a clergy. Located in PA.",clergy,yes,1,not_college,college,False,4465,274,,college
174,"A 35-year-old male, never married, working as a driver sales worker or truck driver. Located in MS.",driver sales worker or truck driver,no,0,not_college,not_college,True,3520,149,,not_college
175,"A 56-year-old male, separated, working as a driver sales worker or truck driver. Located in CT.",driver sales worker or truck driver,no,0,not_college,not_college,True,3037,78,,not_college
176,"A 51-year-old female, married present, working as a production worker. Located in WA.",production worker,no,0,not_college,not_college,True,3267,112,,not_college
177,"A 26-year-old female, married present, working as a civil engineer. Located in AZ.",civil engineer,yes,1,college,college,True,3045,88,,college
178,"A 36-year-old male, married present, working as a postsecondary teacher. Located in MD.",postsecondary teacher,yes,1,college,college,True,2986,67,,college
179,"A 24-year-old female, never married, working as a childcare worker. Located in IA.",childcare worker,no,0,not_college,not_college,True,4940,349,,not_college
180,"A 41-year-old female, married present, working as a computer support specialist. Located in WA.",computer support specialist,maybe,2,not_college,college,False,4094,227,,college
181,"A 27-year-old female, never married, working as a driver sales worker or truck driver. Located in AZ.",driver sales worker or truck driver,no,0,college,not_college,False,3003,71,,not_college
182,"A 33-year-old male, never married, working as a project management specialist. Located in CO.",project management specialist,yes,1,not_college,college,False,3235,110,,college
183,"A 34-year-old male, married present, working as a computer support specialist. Located in PA.",computer support specialist,maybe,2,college,college,True,3592,160,,college
184,"A 72-year-old male, married present, working as a janitor or building cleaner. Located in VA.",janitor or building cleaner,no,0,not_college,not_college,True,3439,136,,not_college
185,"A 22-year-old male, never married, working as a laborer or freight stock or material mover. Located in MI.",laborer or freight stock or material mover,no,0,not_college,not_college,True,2928,69,,not_college
186,"A 42-year-old female, divorced, working as a manager. Located in MO.",manager,maybe,2,college,college,True,3159,97,,college
187,"A 48-year-old male, married present, working as a customer service representative. Located in OK.",customer service representative,no,0,not_college,not_college,True,3329,131,,not_college
188,"A 19-year-old male, never married, working as a first line supervisor of retail sales worker. Located in ME.",first line supervisor of retail sales worker,maybe,2,not_college,not_college,True,3222,111,,not_college
189,"A 43-year-old female, married present, working as a software developer. Located in WA.",software developer,yes,1,not_college,college,False,3580,157,,college
190,"A 65-year-old female, widowed, working as a stocker or order filler. Located in OH.",stocker or order filler,no,0,not_college,not_college,True,3248,110,,not_college
191,"A 57-year-old female, married present, working as a registered nurse. Located in WI.",registered nurse,yes,1,college,college,True,3081,95,,college
192,"A 34-year-old female, never married, working as a postsecondary teacher. Located in MD.",postsecondary teacher,yes,1,college,college,True,3026,81,,college
193,"A 63-year-old female, married present, working as a secondary school teacher. Located in AZ.",secondary school teacher,yes,1,college,college,True,3132,99,,college
194,"A 45-year-old female, married present, working as a secretary or administrative assistant. Located in GA.",secretary or administrative assistant,no,0,not_college,not_college,True,4779,313,,not_college
195,"A 57-year-old male, married present, working as a miscellaneous agricultural worker. Located in TX.",miscellaneous agricultural worker,no,0,not_college,not_college,True,3257,108,,not_college
196,"A 57-year-old female, married present, working as a mathematical science occupation. Located in MA.",mathematical science occupation,yes,1,college,college,True,3669,164,,college
197,"A 30-year-old female, divorced, working as a engineering technologist or technician. Located in TX.",engineering technologist or technician,maybe,2,college,college,True,3697,173,,college
198,"A 46-year-old male, never married, working as a driver sales worker or truck driver. Located in LA.",driver sales worker or truck driver,no,0,not_college,not_college,True,2981,74,,not_college
199,"A 70-year-old male, married present, working as a laborer or freight stock or material mover. Located in GA.",laborer or freight stock or material mover,no,0,not_college,not_college,True,2924,77,,not_college
200,"A 27-year-old female, never married, working as a civil engineer. Located in CA.",civil engineer,yes,1,college,college,True,2836,54,,college
201,"A 64-year-old female, divorced, working as a stocker or order filler. Located in MI.",stocker or order filler,no,0,not_college,not_college,True,3082,96,,not_college
202,"A 57-year-old male, married present, working as a postsecondary teacher. Located in IL.",postsecondary teacher,yes,1,college,college,True,3117,92,,college
203,"A 52-year-old female, married present, working as a customer service representative. Located in OH.",customer service representative,no,0,not_college,not_college,True,3617,168,,not_college
204,"A 35-year-old male, married present, working as a engineer. Located in OK.",engineer,yes,1,college,college,True,2973,70,,college
205,"A 61-year-old male, divorced, working as a sales representative of services. Located in CA.",sales representative of services,maybe,2,not_college,not_college,True,4411,277,,not_college
206,"A 33-year-old female, never married, working as a engineering technologist or technician. Located in PA.",engineering technologist or technician,maybe,2,college,college,True,3714,166,,college
207,"A 55-year-old male, never married, working as a cook. Located in NH.",cook,no,0,not_college,not_college,True,3099,91,,not_college
208,"A 31-year-old female, never married, working as a computer occupation. Located in VA.",computer occupation,maybe,2,college,college,True,3331,131,,college
209,"A 39-year-old female, married present, working as a elementary or middle school teacher. Located in ID.",elementary or middle school teacher,yes,1,college,college,True,3246,116,,college
210,"A 36-year-old female, never married, working as a chief executive. Located in NJ.",chief executive,yes,1,not_college,college,False,3521,142,,college
211,"A 30-year-old female, separated, working as a construction laborer. Located in FL.",construction laborer,no,0,not_college,not_college,True,3418,136,,not_college
212,"A 30-year-old female, married present, working as a human resources worker. Located in GA.",human resources worker,yes,1,college,college,True,3209,113,,college
213,"A 63-year-old female, married present, working as a sales representative wholesale or manufacturing. Located in MN.",sales representative wholesale or manufacturing,maybe,2,college,not_college,False,4197,240,,not_college
214,"A 36-year-old male, married present, working as a cook. Located in CA.",cook,no,0,not_college,not_college,True,3726,177,,not_college
215,"A 42-year-old male, never married, working as a driver sales worker or truck driver. Located in NY.",driver sales worker or truck driver,no,0,not_college,not_college,True,3206,101,,not_college
216,"A 66-year-old male, married present, working as a elementary or middle school teacher. Located in OH.",elementary or middle school teacher,yes,1,college,college,True,3434,137,,college
